OrderID,CustomerID,StoreID,OrderDate,OrderDateTime,OrderStatus,SalesChannel,PaymentMethod,ShippingDate,PromoCode,Notes,SubTotal,Tax,ShippingCost,ItemsCount,OrderLevelDiscount,OrderTotal
11404,677,4,2024-01-13,2024-01-13 18:55:00,Pending,Online,Credit Card,,NEW10,Gift wrap,83.37,5.84,2.65,2,0.0,91.86
11405,920,5,2024-11-06,2024-11-06 16:40:00,Completed,Online,E-Wallet,2024-11-08,,,39.34,2.75,2.79,2,0.0,44.88
11406,200,5,2025-03-20,2025-03-20 16:05:00,Completed,In-Store,Credit Card,2025-03-20,SUMMER15,,60.01,4.2,0.0,3,1.2,63.01
11407,109,7,2025-08-12,2025-08-12 17:20:00,Pending,Online,Credit Card,,BUNDLE5,Fragile,12.9,0.9,2.31,1,0.0,16.11
11408,1064,7,2024-07-30,2024-07-30 18:35:00,Completed,In-Store,Debit Card,2024-07-30,,Gift wrap,14.85,1.04,0.0,2,0.0,15.89
11409,43,6,2024-06-25,2024-06-25 15:35:00,Pending,In-Store,Debit Card,,NEW10,,17.48,1.22,0.0,2,0.0,18.7
11410,386,7,2025-03-25,2025-03-25 13:45:00,Completed,Online,Bank Transfer,2025-03-28,VIP20,,27.5,1.93,3.34,1,0.0,32.77
11411,627,1,2025-05-14,2025-05-14 18:45:00,Pending,Online,Bank Transfer,,SUMMER15,Fragile,6.14,0.43,3.23,1,0.0,9.8
11412,211,7,2024-07-30,2024-07-30 18:45:00,Completed,Online,Credit Card,2024-08-02,,,15.73,1.1,4.06,1,0.0,20.89
11413,34,10,2024-07-25,2024-07-25 20:50:00,Completed,In-Store,Credit Card,2024-07-25,SUMMER15,Gift wrap,19.03,1.33,0.0,2,0.0,20.36
11414,268,7,2024-03-23,2024-03-23 12:15:00,Pending,Online,Cash,,,,23.58,1.65,3.31,2,0.0,28.54
11415,517,9,2024-02-16,2024-02-16 14:15:00,Pending,Online,Cash,,,,18.77,1.31,3.09,1,0.0,23.17
11416,863,3,2025-07-10,2025-07-10 16:55:00,Cancelled,In-Store,Debit Card,,,,83.53,5.85,0.0,3,0.0,89.38
11417,484,4,2024-02-22,2024-02-22 15:25:00,Pending,Online,Debit Card,,SUMMER15,,13.14,0.92,3.08,1,0.0,17.14
11418,247,4,2024-01-13,2024-01-13 14:10:00,Completed,Online,Debit Card,2024-01-14,,Fragile,9.68,0.68,5.12,1,0.0,15.48
11419,716,9,2024-08-20,2024-08-20 18:45:00,Completed,In-Store,Debit Card,2024-08-20,BUNDLE5,,20.03,1.4,0.0,1,0.0,21.43
11420,453,4,2024-04-23,2024-04-23 19:55:00,Cancelled,Online,E-Wallet,,SUMMER15,,28.02,1.96,3.59,1,0.0,33.57
11421,53,6,2025-01-13,2025-01-13 14:00:00,Pending,In-Store,Cash,,VIP20,,52.29,3.66,0.0,1,0.0,55.95
11422,1166,6,2025-08-04,2025-08-04 18:35:00,Completed,Online,E-Wallet,2025-08-09,,Gift wrap,10.39,0.73,2.11,1,0.0,13.23
11423,98,10,2025-04-05,2025-04-05 12:35:00,Completed,In-Store,Debit Card,2025-04-05,BUNDLE5,,207.64,14.53,0.0,5,4.15,218.02
11424,399,6,2025-01-03,2025-01-03 16:35:00,Completed,In-Store,E-Wallet,2025-01-03,VIP20,Gift wrap,24.91,1.74,0.0,2,0.0,26.65
11425,230,9,2024-07-21,2024-07-21 16:00:00,Completed,Online,E-Wallet,2024-07-23,,Fragile,93.95,6.58,3.63,4,0.0,104.16
11426,7,6,2025-04-28,2025-04-28 15:25:00,Pending,Online,Debit Card,,,,42.3,2.96,3.43,2,0.0,48.69
11427,953,2,2024-05-29,2024-05-29 19:15:00,Completed,In-Store,E-Wallet,2024-05-29,VIP20,Fragile,45.46,3.18,0.0,2,0.0,48.64
11428,598,6,2024-09-27,2024-09-27 18:40:00,Pending,In-Store,Debit Card,,VIP20,Fragile,11.35,0.79,0.0,2,0.0,12.14
11429,383,2,2024-08-04,2024-08-04 20:10:00,Completed,Online,Debit Card,2024-08-11,,Gift wrap,50.27,3.52,3.47,2,0.0,57.26
11430,181,7,2025-03-30,2025-03-30 16:50:00,Pending,Online,Cash,,,,29.94,2.1,4.13,3,0.0,36.17
11431,1190,10,2024-04-26,2024-04-26 20:10:00,Completed,Online,Bank Transfer,2024-04-27,SUMMER15,,31.78,2.22,3.38,2,0.0,37.38
11432,290,5,2024-03-30,2024-03-30 15:10:00,Completed,Online,Credit Card,2024-04-03,,Fragile,43.65,3.06,2.32,2,0.0,49.03
11433,595,2,2024-01-02,2024-01-02 16:55:00,Completed,Online,Credit Card,2024-01-02,VIP20,,8.31,0.58,4.3,1,0.0,13.19
11434,323,7,2024-03-23,2024-03-23 18:55:00,Completed,Online,Bank Transfer,2024-03-27,SUMMER15,,17.17,1.2,3.25,1,0.0,21.62
11435,881,8,2025-02-11,2025-02-11 19:05:00,Completed,Online,Debit Card,2025-02-12,VIP20,Fragile,15.5,1.09,3.25,1,0.0,19.84
11436,957,9,2024-02-25,2024-02-25 15:40:00,Completed,Online,E-Wallet,2024-03-01,,,20.61,1.44,4.11,2,0.0,26.16
11437,792,7,2025-01-27,2025-01-27 11:25:00,Pending,Online,Debit Card,,,Gift wrap,130.9,9.16,4.28,3,0.0,144.34
11438,656,5,2025-02-27,2025-02-27 15:10:00,Completed,Online,Cash,2025-03-02,SUMMER15,,37.92,2.65,3.46,1,0.0,44.03
11439,1091,10,2025-05-12,2025-05-12 19:35:00,Completed,Online,Debit Card,2025-05-17,,,14.66,1.03,5.02,1,0.0,20.71
11440,1060,3,2025-04-22,2025-04-22 20:25:00,Pending,Online,Cash,,,,49.65,3.48,2.44,3,0.0,55.57
11441,1162,4,2024-11-18,2024-11-18 18:30:00,Completed,Online,Debit Card,2024-11-25,BUNDLE5,Fragile,32.11,2.25,3.63,2,0.0,37.99
11442,728,2,2025-04-19,2025-04-19 17:10:00,Completed,In-Store,E-Wallet,2025-04-19,,,48.32,3.38,0.0,1,0.0,51.7
11443,1138,7,2025-04-28,2025-04-28 20:35:00,Pending,Online,Cash,,SUMMER15,Fragile,18.82,1.32,4.95,1,0.0,25.09
11444,943,4,2025-05-13,2025-05-13 20:25:00,Completed,Online,E-Wallet,2025-05-18,,,55.62,3.89,2.45,3,0.0,61.96
11445,195,1,2024-03-29,2024-03-29 12:00:00,Pending,Online,Credit Card,,,,87.0,6.09,4.43,3,0.0,97.52
11446,467,2,2024-06-15,2024-06-15 16:05:00,Completed,Online,E-Wallet,2024-06-22,VIP20,Fragile,8.38,0.59,4.26,1,0.0,13.23
11447,470,4,2024-04-30,2024-04-30 11:55:00,Pending,Online,Credit Card,,NEW10,,49.57,3.47,4.1,1,0.0,57.14
11448,1172,7,2025-08-15,2025-08-15 16:15:00,Pending,In-Store,Debit Card,,NEW10,,40.1,2.81,0.0,2,0.0,42.91
11449,38,6,2025-05-02,2025-05-02 15:10:00,Completed,Online,Debit Card,2025-05-08,SUMMER15,,95.74,6.7,3.59,5,1.91,104.12
11450,996,3,2025-03-31,2025-03-31 15:15:00,Completed,Online,Credit Card,2025-04-05,BUNDLE5,,12.65,0.89,3.86,1,0.0,17.4
11451,849,2,2024-07-09,2024-07-09 15:30:00,Completed,In-Store,Bank Transfer,2024-07-09,SUMMER15,Gift wrap,12.78,0.89,0.0,1,0.0,13.67
11452,120,3,2024-10-14,2024-10-14 19:55:00,Completed,Online,Debit Card,2024-10-16,,Gift wrap,60.93,4.27,3.98,4,0.0,69.18
11453,549,3,2024-12-14,2024-12-14 20:00:00,Completed,In-Store,Credit Card,2024-12-14,SUMMER15,,13.43,0.94,0.0,1,0.0,14.37
11454,426,5,2024-09-06,2024-09-06 16:30:00,Completed,Online,Cash,2024-09-09,VIP20,Gift wrap,2.74,0.19,3.32,1,0.0,6.25
11455,258,6,2024-06-12,2024-06-12 17:25:00,Completed,In-Store,Cash,2024-06-12,VIP20,,44.17,3.09,0.0,2,0.0,47.26
11456,1001,1,2025-02-14,2025-02-14 16:20:00,Completed,Online,E-Wallet,2025-02-20,NEW10,,33.24,2.33,5.04,1,0.0,40.61
11457,776,2,2024-08-26,2024-08-26 16:55:00,Completed,In-Store,Cash,2024-08-26,,Gift wrap,45.56,3.19,0.0,2,0.0,48.75
11458,980,3,2025-01-25,2025-01-25 17:20:00,Completed,In-Store,Debit Card,2025-01-25,BUNDLE5,Gift wrap,95.48,6.68,0.0,2,0.0,102.16
11459,743,6,2025-05-07,2025-05-07 20:40:00,Returned,In-Store,Credit Card,,,,33.48,2.34,0.0,3,0.0,35.82
11460,824,4,2024-03-01,2024-03-01 17:15:00,Pending,Online,E-Wallet,,,Gift wrap,58.61,4.1,3.49,3,0.0,66.2
11461,753,6,2024-03-19,2024-03-19 17:20:00,Cancelled,Online,Bank Transfer,,,Fragile,31.63,2.21,3.71,2,0.0,37.55
11462,569,10,2024-03-10,2024-03-10 20:45:00,Cancelled,In-Store,Debit Card,,NEW10,,72.86,5.1,0.0,3,1.46,76.5
11463,194,6,2024-09-09,2024-09-09 18:35:00,Completed,In-Store,Cash,2024-09-09,SUMMER15,Fragile,73.29,5.13,0.0,3,1.47,76.95
11464,1098,5,2025-07-10,2025-07-10 12:25:00,Completed,Online,Bank Transfer,2025-07-17,BUNDLE5,,28.17,1.97,3.76,2,0.0,33.9
11465,1186,1,2025-01-22,2025-01-22 12:00:00,Cancelled,Online,Cash,,NEW10,Fragile,30.71,2.15,3.21,2,0.0,36.07
11466,149,10,2024-01-30,2024-01-30 11:30:00,Pending,In-Store,Bank Transfer,,VIP20,,9.34,0.65,0.0,1,0.0,9.99
11467,200,8,2024-05-26,2024-05-26 17:10:00,Completed,Online,Debit Card,2024-05-29,VIP20,Fragile,14.85,1.04,4.2,1,0.0,20.09
11468,226,8,2024-08-20,2024-08-20 19:05:00,Completed,Online,E-Wallet,2024-08-27,VIP20,Fragile,20.62,1.44,2.85,2,0.0,24.91
11469,732,8,2024-12-21,2024-12-21 16:05:00,Completed,In-Store,Bank Transfer,2024-12-21,VIP20,,3.25,0.23,0.0,1,0.0,3.48
11470,94,2,2024-10-13,2024-10-13 17:10:00,Completed,In-Store,Bank Transfer,2024-10-13,NEW10,Fragile,14.22,1.0,0.0,2,0.0,15.22
11471,670,5,2024-11-03,2024-11-03 15:35:00,Completed,In-Store,Credit Card,2024-11-03,,,3.3,0.23,0.0,1,0.0,3.53
11472,1014,10,2024-02-11,2024-02-11 10:10:00,Completed,In-Store,E-Wallet,2024-02-11,SUMMER15,,38.85,2.72,0.0,3,0.78,40.79
11473,236,9,2025-05-14,2025-05-14 18:25:00,Completed,Online,E-Wallet,2025-05-17,VIP20,,10.46,0.73,3.08,1,0.0,14.27
11474,807,10,2024-03-12,2024-03-12 11:35:00,Completed,Online,E-Wallet,2024-03-19,,,50.76,3.55,2.54,2,0.0,56.85
11475,711,7,2024-11-16,2024-11-16 19:25:00,Completed,Online,Cash,2024-11-23,,,58.96,4.13,6.32,1,0.0,69.41
11476,513,1,2024-08-10,2024-08-10 18:20:00,Cancelled,Online,E-Wallet,,,,14.22,1.0,4.84,1,0.0,20.06
11477,414,8,2025-06-17,2025-06-17 15:55:00,Completed,Online,Debit Card,2025-06-22,NEW10,,30.75,2.15,2.25,2,0.0,35.15
11478,167,10,2024-05-05,2024-05-05 17:15:00,Completed,In-Store,Bank Transfer,2024-05-05,VIP20,,55.6,3.89,0.0,4,1.11,58.38
11479,511,4,2024-10-25,2024-10-25 12:00:00,Pending,In-Store,Bank Transfer,,SUMMER15,,28.56,2.0,0.0,2,0.0,30.56
11480,402,7,2024-05-25,2024-05-25 10:35:00,Completed,Online,Credit Card,2024-05-26,BUNDLE5,Fragile,36.53,2.56,3.9,2,0.0,42.99
11481,26,9,2024-08-22,2024-08-22 12:30:00,Completed,Online,Bank Transfer,2024-08-27,,,77.78,5.44,3.33,3,0.0,86.55
11482,796,7,2024-09-16,2024-09-16 20:35:00,Pending,In-Store,Bank Transfer,,,Gift wrap,30.92,2.16,0.0,2,0.0,33.08
11483,1148,6,2024-09-08,2024-09-08 12:20:00,Returned,Online,Debit Card,,,,35.64,2.49,2.28,1,0.0,40.41
11484,913,7,2024-08-08,2024-08-08 12:35:00,Completed,Online,Debit Card,2024-08-10,,Fragile,92.53,6.48,2.14,3,0.0,101.15
11485,353,2,2024-11-19,2024-11-19 17:30:00,Cancelled,In-Store,Cash,,VIP20,,8.46,0.59,0.0,1,0.0,9.05
11486,797,6,2024-05-06,2024-05-06 18:00:00,Completed,In-Store,Bank Transfer,2024-05-06,NEW10,Gift wrap,42.8,3.0,0.0,3,0.86,44.94
11487,812,10,2024-01-03,2024-01-03 18:10:00,Completed,In-Store,E-Wallet,2024-01-03,SUMMER15,Gift wrap,19.52,1.37,0.0,1,0.0,20.89
11488,1034,10,2024-05-18,2024-05-18 16:50:00,Completed,In-Store,Debit Card,2024-05-18,,,12.83,0.9,0.0,1,0.0,13.73
11489,517,9,2024-04-05,2024-04-05 15:15:00,Completed,In-Store,Bank Transfer,2024-04-05,,Gift wrap,13.64,0.95,0.0,1,0.0,14.59
11490,871,10,2024-06-28,2024-06-28 12:15:00,Cancelled,Online,Credit Card,,,Gift wrap,57.06,3.99,3.95,2,0.0,65.0
11491,456,6,2024-09-22,2024-09-22 15:15:00,Completed,Online,E-Wallet,2024-09-24,VIP20,Fragile,26.45,1.85,2.49,1,0.0,30.79
11492,803,5,2025-07-04,2025-07-04 20:05:00,Returned,Online,Credit Card,,,Fragile,21.82,1.53,2.49,1,0.0,25.84
11493,726,10,2024-07-13,2024-07-13 19:05:00,Completed,In-Store,Credit Card,2024-07-13,,,33.6,2.35,0.0,2,0.0,35.95
11494,454,1,2024-10-29,2024-10-29 16:10:00,Cancelled,In-Store,Bank Transfer,,NEW10,,48.91,3.42,0.0,4,0.98,51.35
11495,785,5,2025-04-28,2025-04-28 11:10:00,Completed,In-Store,E-Wallet,2025-04-28,BUNDLE5,Gift wrap,52.48,3.67,0.0,1,0.0,56.15
11496,295,6,2025-07-04,2025-07-04 20:40:00,Pending,In-Store,Debit Card,,NEW10,,14.86,1.04,0.0,1,0.0,15.9
11497,233,9,2025-06-24,2025-06-24 17:55:00,Completed,In-Store,Credit Card,2025-06-24,,,23.99,1.68,0.0,1,0.0,25.67
11498,65,8,2024-05-11,2024-05-11 19:10:00,Completed,Online,Cash,2024-05-17,SUMMER15,,66.77,4.67,5.03,5,1.34,75.13
11499,832,9,2024-04-21,2024-04-21 18:40:00,Pending,Online,Cash,,NEW10,Fragile,26.57,1.86,3.68,2,0.0,32.11
11500,945,4,2025-05-30,2025-05-30 18:45:00,Completed,Online,Cash,2025-06-01,BUNDLE5,Gift wrap,29.93,2.1,2.35,2,0.0,34.38
11501,836,6,2024-07-13,2024-07-13 19:45:00,Completed,Online,Credit Card,2024-07-13,NEW10,Gift wrap,73.95,5.18,5.13,2,0.0,84.26
11502,450,3,2025-03-18,2025-03-18 16:10:00,Pending,Online,E-Wallet,,VIP20,,17.4,1.22,0.98,2,0.0,19.6
11503,1057,1,2024-08-08,2024-08-08 20:45:00,Completed,Online,Debit Card,2024-08-10,SUMMER15,Gift wrap,10.12,0.71,5.96,1,0.0,16.79
11504,11,10,2024-01-04,2024-01-04 11:35:00,Pending,Online,Bank Transfer,,,Fragile,45.88,3.21,1.67,4,0.0,50.76
11505,397,8,2025-01-15,2025-01-15 19:45:00,Completed,Online,Credit Card,2025-01-22,BUNDLE5,,10.79,0.76,3.53,1,0.0,15.08
11506,63,9,2024-03-05,2024-03-05 19:50:00,Completed,In-Store,Credit Card,2024-03-05,SUMMER15,Fragile,20.71,1.45,0.0,1,0.0,22.16
11507,193,10,2025-08-06,2025-08-06 13:10:00,Completed,In-Store,Bank Transfer,2025-08-06,,,59.19,4.14,0.0,3,0.0,63.33
11508,50,3,2024-12-11,2024-12-11 20:05:00,Completed,Online,Bank Transfer,2024-12-13,,,230.63,16.14,3.4,4,0.0,250.17
11509,1132,6,2024-07-10,2024-07-10 16:05:00,Completed,In-Store,E-Wallet,2024-07-10,BUNDLE5,Gift wrap,27.54,1.93,0.0,2,0.0,29.47
11510,326,2,2025-06-01,2025-06-01 13:35:00,Completed,In-Store,Bank Transfer,2025-06-01,,,71.91,5.03,0.0,3,0.0,76.94
11511,947,6,2024-08-17,2024-08-17 20:00:00,Pending,Online,Bank Transfer,,SUMMER15,,10.46,0.73,3.17,1,0.0,14.36
11512,426,5,2024-06-26,2024-06-26 13:35:00,Completed,In-Store,Debit Card,2024-06-26,,,57.88,4.05,0.0,1,0.0,61.93
11513,579,7,2024-08-02,2024-08-02 19:35:00,Completed,In-Store,E-Wallet,2024-08-02,,Gift wrap,38.44,2.69,0.0,2,0.0,41.13
11514,703,4,2024-10-25,2024-10-25 12:00:00,Completed,Online,Cash,2024-10-30,BUNDLE5,,14.8,1.04,3.57,1,0.0,19.41
11515,1177,3,2024-10-24,2024-10-24 14:00:00,Pending,Online,Bank Transfer,,,Gift wrap,36.1,2.53,3.23,2,0.0,41.86
11516,907,6,2024-02-18,2024-02-18 17:45:00,Completed,Online,Credit Card,2024-02-20,,,27.74,1.94,2.51,2,0.0,32.19
11517,1193,9,2025-04-29,2025-04-29 19:30:00,Returned,In-Store,Credit Card,,,,110.88,7.76,0.0,2,0.0,118.64
11518,96,1,2024-09-21,2024-09-21 15:10:00,Completed,Online,E-Wallet,2024-09-21,,Gift wrap,16.1,1.13,2.49,1,0.0,19.72
11519,518,2,2024-07-20,2024-07-20 15:30:00,Completed,In-Store,Cash,2024-07-20,BUNDLE5,,54.88,3.84,0.0,3,1.1,57.62
11520,302,2,2025-01-01,2025-01-01 13:40:00,Pending,Online,Debit Card,,VIP20,,9.98,0.7,5.48,1,0.0,16.16
11521,580,7,2025-06-16,2025-06-16 11:40:00,Completed,Online,Debit Card,2025-06-21,,Fragile,32.33,2.26,1.66,2,0.0,36.25
11522,208,1,2024-02-08,2024-02-08 17:55:00,Pending,Online,E-Wallet,,VIP20,Gift wrap,17.28,1.21,4.18,1,0.0,22.67
11523,396,3,2025-07-13,2025-07-13 17:10:00,Completed,In-Store,Cash,2025-07-13,SUMMER15,Gift wrap,89.96,6.3,0.0,2,0.0,96.26
11524,168,4,2025-05-29,2025-05-29 19:05:00,Returned,In-Store,Cash,,,Gift wrap,24.2,1.69,0.0,1,0.0,25.89
11525,290,7,2024-02-09,2024-02-09 13:35:00,Completed,In-Store,Debit Card,2024-02-09,BUNDLE5,Gift wrap,11.02,0.77,0.0,1,0.0,11.79
11526,412,6,2024-11-19,2024-11-19 18:45:00,Completed,In-Store,Cash,2024-11-19,,,75.92,5.31,0.0,4,0.0,81.23
11527,961,2,2024-02-09,2024-02-09 18:35:00,Completed,Online,Debit Card,2024-02-15,SUMMER15,Fragile,93.65,6.56,3.84,3,1.87,102.18
11528,363,2,2024-07-13,2024-07-13 17:35:00,Completed,Online,E-Wallet,2024-07-16,SUMMER15,,8.58,0.6,2.14,1,0.0,11.32
11529,1039,5,2025-03-19,2025-03-19 15:00:00,Cancelled,In-Store,Debit Card,,,Fragile,10.98,0.77,0.0,1,0.0,11.75
11530,832,1,2025-02-12,2025-02-12 14:30:00,Completed,Online,Credit Card,2025-02-18,,Fragile,32.09,2.25,3.34,3,0.0,37.68
11531,512,5,2024-02-29,2024-02-29 16:10:00,Pending,Online,E-Wallet,,SUMMER15,,82.4,5.77,4.39,5,1.65,90.91
11532,395,1,2024-02-09,2024-02-09 18:20:00,Completed,Online,E-Wallet,2024-02-16,,,17.17,1.2,3.09,1,0.0,21.46
11533,852,1,2024-12-08,2024-12-08 20:55:00,Completed,Online,Credit Card,2024-12-14,,Fragile,26.99,1.89,4.03,2,0.0,32.91
11534,216,1,2025-03-25,2025-03-25 17:30:00,Completed,Online,Cash,2025-03-29,SUMMER15,,51.11,3.58,4.46,3,1.02,58.13
11535,413,9,2024-10-04,2024-10-04 16:10:00,Completed,In-Store,Bank Transfer,2024-10-04,,,13.01,0.91,0.0,1,0.0,13.92
11536,202,5,2024-03-25,2024-03-25 14:55:00,Cancelled,In-Store,Credit Card,,,Fragile,7.66,0.54,0.0,1,0.0,8.2
11537,426,9,2024-10-30,2024-10-30 14:40:00,Pending,In-Store,E-Wallet,,,,37.24,2.61,0.0,3,0.0,39.85
11538,450,3,2024-05-27,2024-05-27 18:05:00,Completed,Online,Bank Transfer,2024-05-27,VIP20,,50.84,3.56,2.06,4,1.02,55.44
11539,581,7,2024-09-18,2024-09-18 18:00:00,Cancelled,In-Store,E-Wallet,,SUMMER15,Fragile,38.41,2.69,0.0,2,0.0,41.1
11540,415,6,2024-04-13,2024-04-13 15:20:00,Completed,In-Store,Credit Card,2024-04-13,SUMMER15,Gift wrap,9.19,0.64,0.0,1,0.0,9.83
11541,763,1,2024-02-27,2024-02-27 11:05:00,Completed,Online,Bank Transfer,2024-03-02,,,25.36,1.78,3.11,1,0.0,30.25
11542,572,2,2024-07-20,2024-07-20 18:40:00,Cancelled,Online,Cash,,NEW10,Fragile,17.48,1.22,2.46,1,0.0,21.16
11543,941,5,2025-05-06,2025-05-06 20:00:00,Returned,Online,Bank Transfer,,,Gift wrap,61.14,4.28,3.84,2,0.0,69.26
11544,474,2,2025-08-15,2025-08-15 18:35:00,Completed,Online,Bank Transfer,2025-08-20,,,20.64,1.44,1.79,1,0.0,23.87
11545,301,2,2025-07-27,2025-07-27 14:30:00,Completed,Online,E-Wallet,2025-08-02,SUMMER15,,46.0,3.22,3.37,1,0.0,52.59
11546,842,1,2024-03-07,2024-03-07 16:30:00,Completed,In-Store,Debit Card,2024-03-07,,Fragile,62.52,4.38,0.0,2,0.0,66.9
11547,389,1,2025-07-28,2025-07-28 13:00:00,Completed,Online,Credit Card,2025-07-30,NEW10,Fragile,29.95,2.1,2.55,3,0.6,34.0
11548,189,9,2024-05-17,2024-05-17 19:40:00,Completed,In-Store,E-Wallet,2024-05-17,SUMMER15,Fragile,113.07,7.91,0.0,2,0.0,120.98
11549,784,1,2024-01-01,2024-01-01 17:50:00,Returned,In-Store,Credit Card,,BUNDLE5,,26.82,1.88,0.0,1,0.0,28.7
11550,327,2,2024-05-12,2024-05-12 11:25:00,Completed,In-Store,E-Wallet,2024-05-12,SUMMER15,Fragile,14.98,1.05,0.0,1,0.0,16.03
11551,1200,3,2024-05-08,2024-05-08 20:50:00,Completed,Online,Debit Card,2024-05-10,BUNDLE5,,12.25,0.86,5.18,1,0.0,18.29
11552,523,5,2024-08-14,2024-08-14 13:30:00,Cancelled,In-Store,Cash,,,,10.23,0.72,0.0,1,0.0,10.95
11553,541,7,2025-05-06,2025-05-06 13:55:00,Completed,Online,Credit Card,2025-05-10,,,7.53,0.53,4.14,1,0.0,12.2
11554,788,1,2024-03-23,2024-03-23 14:15:00,Completed,Online,Bank Transfer,2024-03-23,BUNDLE5,,51.96,3.64,3.86,4,1.04,58.42
11555,640,4,2025-01-13,2025-01-13 19:35:00,Completed,Online,Cash,2025-01-13,,,88.52,6.2,3.69,2,0.0,98.41
11556,509,1,2024-09-19,2024-09-19 18:40:00,Pending,In-Store,Credit Card,,BUNDLE5,,36.37,2.55,0.0,1,0.0,38.92
11557,702,7,2024-11-06,2024-11-06 19:55:00,Completed,In-Store,Bank Transfer,2024-11-06,SUMMER15,Gift wrap,38.33,2.68,0.0,1,0.0,41.01
11558,690,6,2024-02-22,2024-02-22 18:55:00,Completed,In-Store,Cash,2024-02-22,SUMMER15,,99.87,6.99,0.0,4,2.0,104.86
11559,1099,2,2024-10-24,2024-10-24 18:45:00,Completed,Online,Debit Card,2024-10-28,SUMMER15,Gift wrap,64.03,4.48,2.92,3,1.28,70.15
11560,52,1,2025-02-03,2025-02-03 17:25:00,Completed,Online,Cash,2025-02-08,BUNDLE5,,73.47,5.14,4.26,3,1.47,81.4
11561,22,9,2024-02-02,2024-02-02 15:30:00,Completed,Online,Cash,2024-02-06,,,28.0,1.96,3.37,2,0.0,33.33
11562,62,6,2025-04-16,2025-04-16 18:20:00,Completed,Online,E-Wallet,2025-04-18,SUMMER15,,21.05,1.47,3.96,1,0.0,26.48
11563,39,1,2024-09-19,2024-09-19 11:15:00,Completed,In-Store,Debit Card,2024-09-19,,Fragile,38.37,2.69,0.0,3,0.0,41.06
11564,1178,10,2024-12-04,2024-12-04 15:55:00,Completed,In-Store,Cash,2024-12-04,BUNDLE5,,30.42,2.13,0.0,1,0.0,32.55
11565,300,7,2024-07-15,2024-07-15 16:15:00,Cancelled,Online,E-Wallet,,NEW10,Fragile,41.41,2.9,3.99,4,0.83,47.47
11566,1193,10,2025-05-31,2025-05-31 18:05:00,Completed,Online,Bank Transfer,2025-06-05,BUNDLE5,Gift wrap,28.19,1.97,3.17,2,0.0,33.33
11567,425,6,2024-03-07,2024-03-07 20:30:00,Completed,Online,Bank Transfer,2024-03-12,,Fragile,59.18,4.14,2.67,3,0.0,65.99
11568,90,10,2025-02-14,2025-02-14 11:05:00,Completed,Online,Debit Card,2025-02-18,,,82.12,5.75,3.93,5,0.0,91.8
11569,492,1,2025-07-22,2025-07-22 16:45:00,Pending,Online,Bank Transfer,,VIP20,Fragile,27.4,1.92,3.74,2,0.0,33.06
11570,233,1,2024-09-17,2024-09-17 20:40:00,Completed,In-Store,Cash,2024-09-17,VIP20,,5.75,0.4,0.0,1,0.0,6.15
11571,823,6,2024-07-28,2024-07-28 16:25:00,Completed,In-Store,Credit Card,2024-07-28,BUNDLE5,,49.85,3.49,0.0,2,0.0,53.34
11572,687,2,2024-04-04,2024-04-04 13:15:00,Completed,In-Store,Bank Transfer,2024-04-04,,,12.81,0.9,0.0,1,0.0,13.71
11573,910,4,2024-05-28,2024-05-28 15:35:00,Completed,Online,Bank Transfer,2024-05-29,VIP20,,12.96,0.91,3.01,2,0.0,16.88
11574,1009,3,2024-06-18,2024-06-18 18:45:00,Completed,In-Store,Credit Card,2024-06-18,BUNDLE5,,105.26,7.37,0.0,5,2.11,110.52
11575,381,9,2025-06-07,2025-06-07 19:25:00,Completed,Online,E-Wallet,2025-06-08,VIP20,Gift wrap,95.84,6.71,3.93,3,1.92,104.56
11576,791,6,2024-06-02,2024-06-02 17:00:00,Completed,In-Store,E-Wallet,2024-06-02,BUNDLE5,Fragile,44.69,3.13,0.0,2,0.0,47.82
11577,346,3,2024-12-03,2024-12-03 12:20:00,Cancelled,Online,Bank Transfer,,,,80.78,5.65,2.78,3,0.0,89.21
11578,179,5,2024-10-31,2024-10-31 12:30:00,Completed,In-Store,Credit Card,2024-10-31,,Fragile,6.84,0.48,0.0,1,0.0,7.32
11579,530,6,2024-10-06,2024-10-06 15:45:00,Completed,Online,Debit Card,2024-10-06,BUNDLE5,Fragile,11.41,0.8,4.1,1,0.0,16.31
11580,617,1,2025-07-21,2025-07-21 15:00:00,Completed,Online,Cash,2025-07-22,,Fragile,27.84,1.95,3.62,2,0.0,33.41
11581,925,9,2024-01-10,2024-01-10 17:45:00,Pending,Online,Cash,,SUMMER15,,49.34,3.45,1.94,3,0.99,53.74
11582,417,2,2024-04-19,2024-04-19 16:10:00,Completed,Online,Credit Card,2024-04-22,,,24.56,1.72,2.24,2,0.0,28.52
11583,910,4,2025-02-06,2025-02-06 17:35:00,Returned,Online,Cash,,,Fragile,11.7,0.82,2.57,1,0.0,15.09
11584,603,1,2024-09-21,2024-09-21 20:25:00,Completed,Online,Debit Card,2024-09-23,SUMMER15,Gift wrap,20.84,1.46,2.83,1,0.0,25.13
11585,252,10,2025-04-08,2025-04-08 17:05:00,Completed,Online,Credit Card,2025-04-15,,,41.94,2.94,2.86,2,0.0,47.74
11586,30,7,2024-02-22,2024-02-22 18:10:00,Pending,In-Store,Cash,,,,65.55,4.59,0.0,1,0.0,70.14
